Plot,Title,imdbVotes,Poster,imdbRating,Genre,imdbID,Year,Language
Two souls are so deeply in love with one another that they are entangled beyond life itself.,From Above,1189,http://ia.media-imdb.com/images/M/MV5BMTQzMDUwMjM1Nl5BMl5BanBnXkFtZTgwNzY1ODU5MDE@._V1_SX300.jpg,51,"Drama, Romance",tt2065898,2013,English                  
"When eighteen-year-old Brendan King attempts to leave his turbulent gang life behind him, his past continues to threaten his new-found faith, family, and future.",Kings Faith,1583,http://ia.media-imdb.com/images/M/MV5BMjEyNzIyNDc0NF5BMl5BanBnXkFtZTcwNDYxNjUyOQ@@._V1_SX300.jpg,52,Drama,tt2004271,2013,English                  
A father struggles to protect his daughter from the reality of her mother's drug addiction.,1982,2248,http://ia.media-imdb.com/images/M/MV5BMTYyOTYyMTkyOV5BMl5BanBnXkFtZTcwNDUxODE0OQ@@._V1_SX300.jpg,72,Drama,tt2388621,2013,English                  
An eccentric wayward poet contemplates failure as his delusions unravel and he searches for purpose in the ordinary world.,Life Is Boring,2718,N/A,87,"Comedy, Drama",tt3278422,2013,English                  
Jack has finally managed to propose to his infertile girlfriend when his life is turned upside down by the arrival of an old one-night stand that introduces him to his seven year old son.,Having You,1883,http://ia.media-imdb.com/images/M/MV5BMTAxNzk2MzAwNzVeQTJeQWpwZ15BbWU4MDU2OTI0MTMx._V1_SX300.jpg,53,"Comedy, Drama",tt2343549,2013,English                  
The dark and gritty story of where the Joker came from and how he became the villain that he is today.,Joker Rising,1140,http://ia.media-imdb.com/images/M/MV5BMjE2NjExOTYwMV5BMl5BanBnXkFtZTgwNzUxMDEwMDE@._V1_SX300.jpg,61,Crime,tt2941260,2013,English                  
"The Ones You Love follows three strangers in the painful aftermath of losing a loved one. This hopeful drama reveals the great lengths people will go through to reach out to others that are verbally/mentally abusive and sometimes unresponsive, in times of need. Billy is 26-years-old and an uninspired comic book illustrator, whose older sister was viciously murdered by her live-in boyfriend. Billy flees from his abusive parents to stay with his child-hood friend in New York City- in hopes to put Amy's death behind him and start anew. Emma is 30-years-old and a temp at a law office, who is known to flounder through life. Having an extraordinarily hard time making the transition into adulthood and dealing with the recent death of her mother, Emma is left to reevaluate her plans when she is diagnosed with a life threatening illness. Conner is 21-years-old and an uninspired punk rocker, who works the door at a trendy nightspot. After his close friend, Jason, overdoses on cocaine, Conner is left to wonder if he can ever connect with anyone again. When Jason's father comes to collect his son's belongings, the two strike up an unlikely bond.",The Ones You Love,2457,http://ia.media-imdb.com/images/M/MV5BMTY2MjM2MTA1Nl5BMl5BanBnXkFtZTcwMzcwNjAyMw@@._V1_SX300.jpg,62,Drama,tt1185832,2013,English                  
How four siblings cope with the untimely passing of their father.,Children Without Parents,2718,N/A,87,"Comedy, Drama, Family",tt2273720,2013,English                  
"Jim Lessin, a fledgling mayoral candidate of a small rural town in Minnesota. Just as his personal problems are about to get the best of him, a mysterious figure appears to him during a brush with death. The vision convinces Jim that it is his destiny to save his town from the Boulder family; a corrupt dynasty of incumbents who have been using the sheriff's department for decades for illegal drug operations. In order to win the upcoming election using any means necessary, Jim turns to the help of Trevis O'Keefe, a slimy inner-city criminal with a grudge against the Boulders. But complications arise with O'Keefe's personal vendetta, and the involvement of his reluctant partner, Frank, an in debt gambler trying to go clean.",Once Upon a Time in The Midwest,2718,N/A,87,"Comedy, Crime, Drama",tt1833757,2013,English                  
"At Heartland Baptist Church, the sparks begin to fly when a young handsome Deacon becomes the focus of admiration between two dueling sisters who attend the church. A hilarious church-based comedy the entire family will enjoy.",The Sins of Deacon Whyles,2718,N/A,87,Drama,tt2844588,2013,English                  
"The newly formed Independent Republic of South Australia is the phoenix that rises from the ashes of a decaying and corrupt Australian Commonwealth, becoming wealthy beyond imagination on the back of uranium. However, the real power lies with Double Happiness Uranium, a massive global energy corporation secretly developing the ultimate weapon, a neutron bomb that targets the biological cells of select individuals. Brilliant and ambitious physicist Reuben Henschke is head of the company's 'Peace Department', his task is to perfect the bomb to prolong the war between China and Russia. During the final testing stage disaster strikes - Reuben's wife and fellow scientist Samira is killed and Reuben has a complete breakdown, suffering total memory loss. In a desperate effort to reignite the program Double Happiness Uranium employs highly controversial Russian psychotherapist Yuri Savchenko to reprogram Reuben's mind to extract the vital data. In this layered world of stories within stories, the final twist reveals that the re-programming has happened before and will happen again.",Double Happiness Uranium,2718,http://ia.media-imdb.com/images/M/MV5BMjMzMTM3NTQxMF5BMl5BanBnXkFtZTcwOTc2ODA4OA@@._V1_SX300.jpg,87,Sci-Fi,tt1821410,2013,English                  
Newhighers is a comedy about two roommates and their loss and pursuit of employment. NEWHIGHERS is a double edge sword. On one edge it's about two roommates and several others being given employment under false pretenses. And on the other edge it's about the total embracement of the weed culture.,Newhighers,2718,http://ia.media-imdb.com/images/M/MV5BMTA0MDcxMzI1NzheQTJeQWpwZ15BbWU4MDg2MzcwNjAx._V1_SX300.jpg,87,Comedy,tt2366478,2013,English                  
Ian Tesh (played by Charles B. Allen) is a government agent who is leading an investigation on a criminal working inside Research and Intelligence. He is attacked and loses fragments of his memory. His wife (Katherine Drew) and his daughter (Abigail Cornell) try continually to build back his family life as Ian becomes more and more obsessed with finding the criminal who is responsible for the betrayal of the federal agency. Ian must work hunt down lead after lead to finally confront the true enemy of the government agency he works for.,Ipseity,2457,http://ia.media-imdb.com/images/M/MV5BNzAxMDI2MTY2OV5BMl5BanBnXkFtZTgwMDcyMDU3MTE@._V1_SX300.jpg,65,"Action, Crime, Drama",tt2545646,2013,English                  
"A small town is rocked when a local man goes on a rampage in a movie theater, killing dozens as well as himself. Now, a year later, young filmmaker Pierce Lyndale adds salt to the wound when he makes the tragic decision to base a film off of this event and show it on the town's public access channel. As he attempts to throw a premiere party for himself, his friends ditch him, his community shuns him, and he finds out that not everyone wants to be in a movie.",I Filmed Your Death,2718,http://ia.media-imdb.com/images/M/MV5BMjMxMTY1NjcwNF5BMl5BanBnXkFtZTgwOTQzNTUzMDE@._V1_SX300.jpg,87,"Drama, Horror",tt3210252,2013,English                  
An enforcer for a crime syndicate reemerges into the underworld after an unexplained absence. His former bosses are forced to entrust him with a mysterious new job of the utmost importance that could bring their world crashing down around them if it is not completed.,By Demons Be Driven,2718,http://ia.media-imdb.com/images/M/MV5BMjAwOTMwMzg4Ml5BMl5BanBnXkFtZTgwNTE4Nzk0MjE@._V1_SX300.jpg,87,"Crime, Drama, Thriller",tt3896060,2013,English                  
"Five teenage best friends from town: the daredevil Natasha, the foppish Diana, the dupable Davina, Kathy the poet girl, and the cuckoo sissy boy Rhonda decide to spend their holiday in a secluded villa in Puncak Mountain. Just when they step out from the car, they immediately being greeted unfriendly by the maids of the villa; but one of the maids has a crush on Kathy. He then tells her about a wicked legend. Something evil will come out if they say Let's Play five times. Disbelieving the warning, while playing Truth or Dare game they challenge Rhonda to say it. Feeling disturbingly invited, the ghost appears and begins to ask them to play, one by one, and finally, they become her toys.",Lets Play Ghost,2718,N/A,87,"Horror, Thriller",tt3252120,2013,English                  
"An elderly woman alone in her crumbling house and ensconced in the difficult circumstances of her life, is nevertheless stoic. She is about to have her world upended when a young fugitive enters her property, seeking a place of solace. Strange and silent though the young man is, a tentative friendship is formed. They have both been rocked by seismic events, she by the military testing that has irreparably damaged her house, and he by the wars he has escaped. But the comfort and exhilaration of a shared daily life is underlined by fear - she doesn't really know who this man is, and he doesn't know if he can trust her and stop running.",Mortars,2718,N/A,87,Drama,tt3004206,2013,English                  
A family that is struggling to survive collides with a mysterious vagabond that wants to die. In the collision between these two forces there is a process of healing. The mystery continues to unfold regarding the vagabonds past and his magical red guitar that seems to weigh down his memories of love lost.,I Was a Greenhouse,2718,http://ia.media-imdb.com/images/M/MV5BMTYxNTgzMTY3M15BMl5BanBnXkFtZTcwNDMzNDI5OQ@@._V1_SX300.jpg,87,"Drama, Family",tt2956948,2013,English                  
